id,clean_text,processed_text
48,"chovia muito naquele dia com trovões muito altos
vindo do céu e depois que a chuva passou encontrei
no quintal de casa uma pedra muito brilhante
	essa pedra era um diamante muito valioso peguei
a pedra lavei deichei limpa no outro dia fui em
uma loja que compra pedras valiosas e fui
fazer um orsamento de quanto que ela valia então
o dono da loja avalio essa pedra em  milhões de reais
mas eu não queria vende então eu peguei e 
guardei dentro de uma maleta",chov naquel dia trov alt vind céu chuv pass encontr quint cas pedr brilh pedr diam vali peg pedr lav deich limp outr dia loj compr pedr vali faz ors quant val ent don loj avali pedr milhã real quer vend ent peg guard dentr malet
52,"durante um dia lindo um menino saiu para soltar
pipa mas ele não esperava que iria chover começou a
chover muito forte e ele se molhou e perdeu a pipa dele após
 horas aguda chovendo finalmente parou a chuva e
ele voltou para a rua comprou outra pipa outra linha
trocou de roupa e foi chamar os amigos e os amigos dele
viram que ele antes tinha perdido a pipa e quando ele
foi encontrar os amigos dele eles estavam com um
monte de pipa e varios tubos de linha para ele",dur dia lind menin saiu solt pip esper iri chov começ chov fort molh perd pip após hor agud chov final par chuv volt rua compr outr pip outr linh troc roup cham amig amig vir ant perd pip encontr amig mont pip vari tub linh
53,"e descubri que meu pai tinha pintado de volta a cor
iormal que tava ates e o meu cachorotinha bagum sado
as minhas ropas x e peguei e pintei de volta e fiquei
de baixo da cama e x persebim que não era meu pai e nem
o cachoro lim as istrução da tita e descobri que era magica a cada
 minuto era desaparecia e não era o meu cachoro era o meu gato fim",descubr pai pint volt cor iorm tav ate cachorot bagum sad rop x peg pint volt fiq baix cam x persebim pai cachor lim istruç tit descobr magic cad minut desaparec cachor gat fim
57,"eu estava lendo um livro e rpente as letras começaram a se
movimentar até que as palavras sumiram e as paginas do livro
comecaram a voar pelo quarto falar que x que um mudo
da letura e diferete e no mudo e umaleva a nli prego 
e diveto que de vel de volta leio gari e casai do luago
e foi a gui plulo que o inprataca do celulra e maim 
ianpralaca livro",lend livr rpent letr começ moviment palavr sum pagin livr comec vo quart fal x mud letur diferet mud umalev nli preg divet vel volt lei gar cas luag gui plul inpratac celulr maim ianpralac livr
64,"era um dia muito agradavel a menina 
alice era muito curioza e foi ver encima do 
armario e achou  potes de tinta ela 
pintou a parede do seu quarto dinossauros 
quando foi sair e voltar para casa a
pintura das tintas não tava la quando eu
vi ficei chorando meus pais ouviram eu 
chorando e foram ate meu quarto e viu a
situação fico de noite fui dormir quando 
de repente apareceu um dinossauro no
quarto ai vi que o dino era igual o da 
minha pintura ai apareceu um portal 
do nada entrei no portal e fui teleportada 
para um mundo extranho tudo era brinquedo 
as pessoas eram de plastico ate cachorros
em fim uma invazão  os aliens
atacarãm a cidade de plastico eu 
e o dino fazemos uma super tinta para
acabar com os aliens e deu certo os
aliens foram embora e de novo fui
teleportada mas foi em casa ufa
finalmente em casa e fim",dia agrada menin alic curioz ver enc armari ach pot tint pint pared quart dinossaur sair volt cas pint tint tav la vi fic chor pal ouv chor ate quart viu situ fic noit dorm repent aparec dinossaur quart ai vi din igual pint ai aparec port nad entr port teleport mund extranh tud brinqued pesso plas ate cachorr fim inv ali atacarãm cidad plas din faz sup tint acab ali deu cert ali emb nov teleport cas ufa final cas fim
75,"eu e lucas é cotramnos alguns portes de
tintas então nós desidimo qne ia faser
una obra de ate i qni sobrase tinta nós ia
pinta ú nosos parede do nosos quato",luc cotramn algum port tint ent desid qne ia fas una obr ate i qni sobras tint ia pint ú nos pared nos quat
85,"eu estava sentada no banco da praça bem proxima a um
grande árvore um vento fresquinho espalhava as folhas 
caidas no chão
de repente  um galho de árvore caiu bem ao meu lado
x para cima e me assustei pois a árvore não era mais
a mesma
estava escura e rachada e o cal ficou preto e deu um trovão
estava eu e meu amigo ele estava com medo eu estava com
medo também tinha dois meninos brincando de bola mas eles
estavão brincando como a o cél estivece azul paresia que so
ei e meu amigo estavamos vendo aquilo meu amigo foi embora
eu tambem fui para casa chegando em casa fui dormir mas
não conseguia so pensando no que aconteceu meus pais saírão
de casa então fui assisti tv mas vi uma coisa na janela
fui conferir mas não tinha nada pensei que tinha cido coisa
da minha cabesa mas lembrei que tinha visto uma coisa quando tava
na praça vi uma coisa parecida mas meus pais chegarão e fiquei
 e fui deitar escurei pigos do banhero fiquei com
medo então coloquei a mão debaixo da cama para
sentir a lambida do meu cachorro e me senti melhor
 escutei os pigos e coloquei a mão
debaixo e me  meus pais tinhão saído de
novo então tomei coragem e fui ver e mes pais chegarão
na hora e fui dormir com eles a e eu não descobri o que
era",sent banc praç bem prox grand árvor vent fresc espalh folh caid chã repent galh árvor caiu bem lad x cim assust poi árvor mesm escur rach cal fic pret deu trov amig med med doi menin brinc bol estav brinc cél estivec azul pares so ei amig estav vend amig emb tamb cas cheg cas dorm consegu so pens acontec pal saír cas ent assist tv vi cois janel confer nad pens cid cois cabês lembr vist cois tav praç vi cois parec pal cheg fiq deit escur pig banher fiq med ent coloq mão debaix cam sent lamb cachorr sent melhor escut pig coloq mão debaix pal tinh saíd nov ent tom corag ver me pal cheg hor dorm descobr
91,"milene tinha guardado tintas encima de seu guarda roupa e
tinha se esquecido e quado foi olhar seu guarda roupa
estava lá e resouveu pintar sua parede de animais com suas
tintas e teve que ir no mercado milene foi junto com
sua mãe e quando voutou não tinha desenho nenhum e
suas roupas jogadas portodo lugar em sua casa tinha na sala
banheiro cozinha e foi descobrir oque era e quando olhou
para rua e viu um  elefante bebe e se  assustou 
penssou meu desenho era igual a esse elefante sera que
meus fiumes eram verdade peguntou milene e deu um
pulo dacama e disse ufa era só um sonho",milen guard tint enc guard roup esquec qu olh guard roup lá resouv pint pared animal tint ir merc milen junt mãe vout desenh nenhum roup jog portod lug cas sal banh co descobr oqu olh rua viu elefant beb assust penss desenh igual elefant ser fium verdad pegunt milen deu pul dacam diss ufa sonh
93,"na minha casa mora eu minha mãe e meu irmão um dia
minha mãe sail  eu e meu irmão ficamos  ele ficou no 
quartos e eu fui brincar em um armário encontrei 
alguns potes de tinta então fui para o meu quarto 
e pintei a parede  um tempo depois voutei 
e não havia nenhuma pintura chamei meu irmão
mais ele não sabia onde estava e todas as minhas 
roupas estavam espalhadas no chão ",cas mor mãe irm dia mãe sail irm fic fic quart brinc armári encontr algum pot tint ent quart pint pared temp vout hav nenhum pint cham irm sab ond tod roup espalh chã
95,"o
t a ven turas com o  con ti jo
um cer to dia com meus amigos para arosa a ar x
eu fiquei in pressionado com avo z  de le
c hami x os meus avoz para ver i s s o
eles pegarão uma gaiola e ficarão c om o
pas saro para e les f i c ão ou v i do o passar o
can tado toda ora meu avô tira va lei te das
vacas e x o can to do pas saro min ha 
a v ô la va va louça e  daça va com o can to
do passaro ele apren deu o meu nome
e fica va gri tando e can tava e os
v isin ho tam bem a dorou o can o can to de le
todo mundo que chega va i a lo  go
no pas saro o visinho deuo o nome de 
con ti ju e ensinu aele o nome de to do 
mundo e c hamei meus ami gos e brinco
com ele bom e l enão sabia voar mui to
bem en tão tirei da gaiola e ficamos brincado
com o can tijo sem para s em pre e x si
nei x a voar",t ven tur con ti jo cer to dia amig aros ar x fiq in pression avo z le c ham x avoz ver i s s peg gaiol fic c om pa sar le f i c ão v i pass can tad tod ora avô tir va lei vac x can to pa sar min ha v ô la va va louç daç va can to passar apren deu nom fic va gri tand can tav v isin ho tam bem dor can can to le tod mund cheg va i lo go pa sar vis deu nom con ti ju ensinu ael nom to mund c ham ami go brinc bom l enã sab vo mui to bem en tão tir gaiol fic brinc can tij s pre x si nei x vo
98,"o passeio de mariana
um certo dia mariana foi passar suas férias da escola
na casa de sua tia chegando lá sua tia levou mariana
pra conhecer o quarto onde ela ficaria hospedada ela amou o
quarto e foi logo desarrumar as malas e colocando as roupas
no armário quando ela ainda estava colocando a roupas no 
armario  uns potes de tintas na mesma hora ele teve
uma idéia então foi logo fazendo pinturas no quarto ela
desenhou muitas borboletas e parecia que as borboletas
estavam criando vidas mas sua tia apareceu no quarto e para
sua surpresa ao olhar para as paredes as borboletas tinham
desaparecido",passei mari cert dia mari pass férias escol cas tia cheg lá tia lev mari pra conhec quart ond fic hosped amou quart log desarrum mal coloc roup armári aind coloc roup armari um pot tint mesm hor idé ent log faz pint quart desenh muit borbolet parec borbolet cri vid tia aparec quart surpr olh pared borbolet desaparec
99,"oi eu sou diego hoje vou conto sobre a histório do avó que
ficou rico em um dia de chuva tudo isso aconteceu no quintal
em um dia chuvoso ilo viu um brilho lindo vinda terra e por
olho era um diamante que valio  milhoes de reais então ela 
foi vender em umaloja de joias
	então ela comprou uma fazendo de puder de vistar e
fez uma masão pra  ela e até hoje morar lá rico porque soube gastar
dinheiro
	ela falo que foi o melhor dia do vido delo
	e você o que faria com esse dinheiro todo",oi dieg hoj vou cont sobr históri avó fic ric dia chuv tud acontec quint dia chuv ilo viu brilh lind vind terr olh diam vali milho real ent vend umaloj joi ent compr faz pud vist fez mas pra hoj mor lá ric porqu soub gast dinh fal melhor dia vid del far dinh tod
103,"produção de texto
t magia do mundo mágico
p lt um dia vitor e sua amiga julia foram visitar
lc uma casa bem antiga e ela se localizava nos
estados unidos
p a casa era muito assustadora e parecia que ela
estava abandonada mas o que as crianças não
sabiam era que lá dentro viviam magicos quando
entraram se arrepiaram
p lá dentro havia um livro quando abriram o 
livro as palavras sumiram e as páginas começaram a
voar para todos os lados e as crianças ficaram
muito assustadas com as páginas voando
p  até que as págênas cançaram e cairam no chão
p lc os amigos ficaram com muito medo quando a
lc porta do porão começou a abrir x de dentro eles
escutavam os pezinhos do monstro subindo
a escada de repente lá de dentro saiu um
feiticeiro
p minutos depois de brincarem o x falou que 
era a hora deles irem embora pois la eras
muito x para eles deram tchau e foram 
embora para suas casas e esperam para a 
proxima aventura",produç text t mag mund mágic p lt dia vit amig jul visit lc cas bem antig localiz est unid p cas assust parec abandon crianç sab lá dentr viv magic entr arrepi p lá dentr hav livr abr livr palavr sum págin começ vo tod lad crianç fic assust págin vo p págên canç cair chã p lc amig fic med lc port por começ abr x dentr escut pe monstr sub esc repent lá dentr saiu feitic p minut brinc x fal hor ir emb poi la era x der tchau emb cas esp prox avent
105,"quando a menina saiu foi passear em outra cidade
a irmã mais velha ia sair pra outro lugar as
irmãs dormiam juntas  e compartilhavam o guarda 
roupa  então a irmã mais velha que se chama  isa
bela estava procurando uma roupa e bagunçou tu
do ela jogou todas as roupas no chão e depois saiu
com as roupas no chão algumas horas antes da
menina pintar a parede choveu e as paredes fica
ram humidas e a tinta saiu da parede",menin saiu pass outr cidad irmã velh ia sair pra outr lug irmã dorm junt compartilh guard roup ent irmã velh cham isa bel procur roup bagunç jog tod roup chã saiu roup chã algum hor ant menin pint pared chov pared fic ram hum tint saiu pared
112,"um dia eu meu amigo fomos á praça brincar no
parque  depois nós compramos lanche  eu comprei
um hamburguer e meu amigo comprou uma fatia
de bolo e fomos comer banco perto de uma árvore
de repente um vento forte derrubou a árvore eu e meu
amigo corremos muito rapido para longe mas um
galho bateu na cabeça do meu amigo paulo e começou a
sangrar muito e ele foi no hospital e eu fui x
ao parque sozinho e me sentei no banco e vi outra
árvore crescendo novamente  depois fui visitar o pablo
no hospital  e ele disse pra mim 
 no outro mês eu vou pra casa denovo  eu fiquei
alegre com a notícia  e no outro mês pablo saiu do
hospital e quando fomos ao parque já tinha crescido
outra árvore muito mais alta que antes e meu amigo
disse
 não vamos sentar lá denovo  e eu disse 
 tabom amigo não vamos sentar lá
e quando chegamos em casa passamos a noite jogando
vidio game no dia seguinte fomos a rodoviaria
porque eu ia viajar para belém visitar minha vó e 
meu vô  e falei para paulo que ia x em belém
por um ano fora da cidade  e ele foi ao parque
novamente sentou no banco e um vento fraco
soprava as folhas que formavam um tapete
colorido e um pequeno galho caiu ao seu lado
e depois ele foi embora
um ano se passou e eu e pablo fomos ao parque
todos os dias 
na minha rua fiz mais amigos ",dia amig á praç brinc parqu compr lanch compr hamburgu amig compr fati bol com banc pert árvor repent vent fort derrub árvor amig corr rap long galh bat cabeç amig paul começ sangr hospit x parqu so sent banc vi outr árvor cresc nov visit pabl hospit diss pra mim outr mê vou pra cas denov fiq alegr notíc outr mê pabl saiu hospit parqu cresc outr árvor alt ant amig diss vam sent lá denov diss tabom amig vam sent lá cheg cas pass noit jog vidi gam dia seguint rodovi porqu ia viaj belém visit vó vô fal paul ia x belém ano cidad parqu nov sent banc vent frac sopr folh form tapet color pequen galh caiu lad emb ano pass pabl parqu tod dia rua fiz amig
115,"um dia muita especial eu mais os meus amiga na escola nois pintamos
a sala toda  desinamus toda colorida  ai a professora achou muita linda  nois
pintamos toda a sala ai a nossa professora deu tudo de tinta para cada um
de nois ai nois fomos para a sala de video  deu umas pergunsaros o livra de arte a
professora portamos a pagano toda",dia muit espec amig escol noil pint sal tod desinamu tod color ai profes ach muit lind noil pint tod sal ai profes deu tud tint cad noil ai noil sal vide deu uma pergunsar livr art profes port pagan tod
116,"wemell dayne sato melo
stava ão dão dode bicicleta qão do e oviti uma ca xa de pelão
levi pa caza abi a ca va vi uma ti ta não e pe re a para pita ueca
qame ci dimão para pita unea qatu qão du e ",wemell dayn sat mel st ão dão dod biciclet qão ovit ca xa pel lev pa caz abi ca va vi ti ta pe re pit uec qam ci dim pit une qatu qão du
117,"
eu e minha irmã decidimos fazer desenhos primeiro eu com
minha mente criativa comecei desenhando um linda paisagem 
então minha irmã quis desenhar na parede e ela se inspiro
u x animais istintos a muitos anos então eu decidi fazer
mais desenhos dessa vez decidi também desenharna parede
mas então lembrei que a tinta era permanente  então come
cei a tentar esfregar com força fiz com tanta força que mi
nha mão ficou vermelha e dolorida e então minha irmã 
começou a me ajudar a esfregar então nossa mãe viu e eu 
e minha irmã tentamos nos explicar mais ela disse super
calma
meninas não preocupem eu vim dar a noticia que iriam 
pintar a casa nessa hora eu tive um alivio imediato e minha irmã tambem então quando terminaram a pintura eu e mi
nha irmã aprendemos ema lição que não devemos fazer tu
do que pensamos no dia seguinte pedimos para nossa mãe com
prar tinta pois havia acabado naquele dia então quando ela chegou em casa nós fomos correndo na direção dela e ela havia comprado
apenas as tinats das cores azul amarelo e vermelho então pensei 
que os desenhos picariam feios e sem cores mais minha irmã disse
ana nós podemos misturar cores e formamos outras cores então eu
disse para ela
verdade você é um gênio então eu comecei a desenhar frutas 
e ela quis desenhar as princesas da disney",irmã decid faz desenh prim ment cria comec desenh lind pais ent irmã quil desenh pared inspir u x animal istint muit ano ent decid faz desenh dess vez decid desenharn pared ent lembr tint permanent ent com cei tent esfreg forç fiz tant forç mi nha mão fic vermelh dolor ent irmã começ ajud esfreg ent mãe viu irmã tent explic diss sup calm menin preocup vim dar notic iri pint cas ness hor alivi imediat irmã tamb ent termin pint mi nha irmã aprend ema liç dev faz pens dia seguint ped mãe pr tint poi hav acab naquel dia ent cheg cas corr direç hav compr apen tinat cor azul amarel vermelh ent pens desenh pic fei cor irmã diss ana pod mistur cor form outr cor ent diss verdad gêni ent comec desenh frut quil desenh princes disney
